Naslov,Spletna povezava,Dolžina,Datum,EksplicitnostOpis
346: Jason Louv,https://audioboom.com/posts/7326949,8376,"Fri, 26 Jul 2019 23:30:02 +0000",no,"<![CDATA[<div> <strong>Jason Louv</strong>, chaos magician/author/podcaster, rejoins the DTFH! Check out <a href=""https://ultraculture.org/"">ULTRACULTURE.ORG</a> for Jason's awesome works.<br> <br> This episode is brought to you by <a href=""https://www.bluechew.com/"">BLUECHEW</a> (use offer code: DUNCAN at checkout and get your first shipment FREE with just $5 shipping).</div> ]]>"
345: Daniel Pinchbeck,https://audioboom.com/posts/7322682,3849,"Mon, 22 Jul 2019 21:17:04 +0000",no,"<![CDATA[<div> <strong>Daniel Pinchbeck</strong>, author of numerous amazing books on gnosticism, psychedelics and shamanism, joins the DTFH!<br> <br> This episode is brought to you by <a href=""https://www.squarespace.com/duncan"">Squarespace</a> (use offer code: DUNCAN to save 10% on your first site). This episode is also brought to you by Raycon (visit <a href=""http://buyraycon.com/duncan"">buyraycon.com/duncan</a> and use offer code: DUNCAN20 at checkout for 20% off).</div> ]]>"
344: Raghu Markus,https://audioboom.com/posts/7314992,5824,"Sat, 13 Jul 2019 04:31:00 +0000",no,"<![CDATA[<div>Raghu Markus, host of the <a href=""https://beherenownetwork.com/category/raghu-markus/"">Mindrolling</a> podcast and spiritual teacher, helps close out this defunct, spirit-baby version of this podcast. Next week: <strong>THE DUNCAN TRUSSELL POWER HOUR!!!</strong> Only movie stars from now on!<br> <br> This episode is brought to you by <a href=""https://www.squarespace.com/duncan"">Squarespace</a> (use offer code: DUNCAN to save 10% on your first site).<br> <br> <strong>July 17th!</strong> If you're in LA head over to the <a href=""https://www.samarasacenter.com/"">Samarasa Center</a> for a live podcast taping with David Nichtern. We're talking about chaos!</div> ]]>"
343: Johanna Warren,https://audioboom.com/posts/7303060,5970,"Sat, 29 Jun 2019 08:32:16 +0000",no,"<![CDATA[<div> <strong>Johanna Warren</strong>, ultra-talented folk singer, brings about a dreamy haze and joins the DTFH!<br> <br> This episode is brought to you by <a href=""https://www.bluechew.com/"">BLUECHEW</a> (use offer code: DUNCAN at checkout and get your first shipment FREE with just $5 shipping). This episode is also brought to you by <a href=""http://buyraycon.com/duncan"">Raycon</a> (visit <a href=""http://buyraycon.com/duncan"">buyraycon.com/duncan</a> and use offer code: DUNCAN20 at checkout for 20% off).</div> ]]>"
342: Johnny Pemberton,https://audioboom.com/posts/7296534,6904,"Sat, 22 Jun 2019 23:52:49 +0000",no,"<![CDATA[<div> <strong>Johnny Pemberton</strong>, Duncan's friend and former arctic trawling partner, joins the DTFH!<br> <br> This episode is brought to you by <a href=""https://www.instacart.com/"">Instacart</a> ($10 off your first order when you use code DUNCAN at checkout). This episode is also brought to you by <a href=""https://www.manscaped.com/"">Manscaped</a> (20% off, FREE shipping, and a FREE travel bag when you use code DUNCAN at checkout).</div> ]]>"
341: Dr. Drew,https://audioboom.com/posts/7289984,4031,"Sun, 16 Jun 2019 01:16:54 +0000",no,"<![CDATA[<div> <strong>Dr. Drew</strong>, host of <a href=""https://drdrew.com/after-dark/"">Dr. Drew After Dark</a>, homelessness advocate, and all-around brilliant human being, joins the DTFH!<br> <br> This episode is brought to you by <a href=""https://www.instacart.com/"">Instacart</a> ($10 off your first order when you use code DUNCAN at checkout). This episode is also brought to you by <a href=""https://www.manscaped.com/"">Manscaped</a> (20% off, FREE shipping, and a FREE travel bag when you use code DUNCAN at checkout).</div> ]]>"
340: Ari Shaffir,https://audioboom.com/posts/7283397,8039,"Sat, 08 Jun 2019 08:44:47 +0000",no,"<![CDATA[<div> <strong>Ari Shaffir</strong>, friend of the show and Los Angeles Most Noble Comedian Co-Winner (2016-2019) joins the DTFH!<br> <br> This episode is brought to you by <a href=""https://www.squarespace.com/duncan"">Squarespace</a> (use offer code: DUNCAN to save 10% on your first site).</div> ]]>"
339: Jay Larson,https://audioboom.com/posts/7277446,4680,"Sat, 01 Jun 2019 16:24:07 +0000",no,"<![CDATA[<div> <strong>Jay Larson</strong>, host of The Thruline and one of the funniest storytellers walking the face of the earth today, joins the DTFH!<br> <br>  </div> <div>This episode is brought to you by <a href=""https://www.squarespace.com/duncan"">Squarespace</a> (use offer code: DUNCAN to save 10% on your first site).<br> <br>  </div> <div>Check out David Nichtern's meditation teacher training program <a href=""https://www.samarasacenter.com/"">here</a>.</div> ]]>"
338: Tait Fletcher,https://audioboom.com/posts/7272793,6348,"Tue, 28 May 2019 03:06:04 +0000",no,"<![CDATA[<div> <strong>Tait Fletcher</strong>, actor, nascent action star, Caveman Coffee creator, and uplifting, inspiring sweetheart joins the DTFH!<br> <br> This episode is brought to you by Audible (visit <a href=""http://audible.com/DTFH"">audible.com/DTFH</a> or text DTFH to 500-500 to get a 30 day trial/free audiobook &amp; two FREE Audible Originals).</div> ]]>"
337: Daniele Bolelli,https://audioboom.com/posts/7264783,5888,"Sat, 18 May 2019 15:31:22 +0000",no,"**Daniele Bolelli**, historian, professor, fighter, and all-around saint joins the DTFH!  This episode is brought to you by [BLUECHEW](https://www.bluechew.com/) (use offer code: DUNCAN at checkout and get your first shipment FREE with just $5 shipping)."
336: East Forest,https://audioboom.com/posts/7258395,6363,"Sat, 11 May 2019 23:34:33 +0000",no,"**East Forest**, awakened, enlightened, electronic/ambient/spiritual music producer, and absolute sweetie joins the DTFH!  This episode is brought to you by [Squarespace](https://www.squarespace.com/duncan) (use offer code: DUNCAN to save 10% on your first site)."
335: Robert Thurman,https://audioboom.com/posts/7245735,5288,"Mon, 29 Apr 2019 00:26:54 +0000",no,"**Robert Thurman**, worldwide authority on religion, spirituality, asian history, world philosophy, Buddhist science, Indo-Tibetan buddhism, and a renowned advocate for Buddhist ideas in our daily lives joins the DTFH!
 
 [Click here](https://www.ramdass.org/wisdom-of-emptiness?utm_source=Ram+Dass+%5BMain+List%5D&amp;utm_campaign=0afbcf9b5c-EMAIL_CAMPAIGN_2019_04_22_05_55&amp;utm_medium=email&amp;utm_term=0_199b04576a-0afbcf9b5c-95823665) to check out The Wisdom of Emptiness retreat with Ram Dass, Anne Lamott, Robert Thurman, Krishna Das, and Raghu Markus!
 
 Check out David Nichtern's meditation teacher training program [here](https://www.samarasacenter.com/).
 
 This episode is brought to you by [Squarespace](https://www.squarespace.com/duncan) (use offer code: DUNCAN to save 10% on your first site), Simple Contacts (visit [simplecontacts.com/duncan20](http://www.simplecontacts.com/duncan20) and use code duncan20 at checkout for $20 off your first order!) and by [Robinhood Financial](http://duncan.robinhood.com/) (get one free stock when you sign up)."
334: Shane Mauss,https://audioboom.com/posts/7237531,6125,"Thu, 18 Apr 2019 17:12:12 +0000",no,"**Shane Mauss**, comedian, psychonaut, scientist, and documentarian joins the DTFH! Check out Shane's doc, Psychonautics: A Comic's Exploration Of Psychedelics, on Amazon Prime!  **APRIL 19** - Celebrate Bicycle Day with Shane and some Scientists! Only at the Dynasty Typewriter theater. [Click here for tickets](http://www.shanemauss.com/club-dates-1/2019/4/19/los-angeles-ca).  This episode is brought to you by [BLUECHEW](https://www.bluechew.com/) (use offer code: DUNCAN at checkout and get your first shipment FREE with just $5 shipping)."
333: Justin Roiland,https://audioboom.com/posts/7232575,5520,"Sat, 13 Apr 2019 05:10:57 +0000",no,"Justin Roiland, co-creator of Rick and Morty, and voice of Rick and Morty, joins the DTFH!
 
 This episode is brought to you by [Squarespace](https://www.squarespace.com/duncan) (offer code: DUNCAN to save 10% on your first site)."
332: Charles Eisenstein,https://audioboom.com/posts/7217571,5402,"Sat, 30 Mar 2019 03:42:32 +0000",no,"**Charles Eisenstein**, philosopher, author, and speaker for a finer, adjacent reality joins the DTFH! You can check out Charles' website at [charleseisenstein.org](https://charleseisenstein.org/).  This episode is brought to you by [Robinhood Financial](http://duncan.robinhood.com/) (get one free stock when you sign up) and [BLUECHEW](https://www.bluechew.com/) (use offer code: DUNCAN at checkout and get your first shipment FREE with just $5 shipping)."
331: Steven Kotler,https://audioboom.com/posts/7210779,5511,"Sun, 24 Mar 2019 04:59:28 +0000",no,"**Steven Kotler**, New York Times best-selling author and expert on the flow state, joins the DTFH!
 
  [Click here](https://flowresearchcollective.lpages.co/flow-for-writers/) 
 
 for details on Steven's Flow for Writers two-day intensive masterclass on the writing process, it'll teach you everything, from how to structure a book to how to supercharge your writing style to the business of writing to the neuroscience of creativity (or how to hack your brain for more creativity).
 
 And [click here](https://stevenkotler.samcart.com/products/flowforwritersinterview) to make the interview deposit for Flow for Writers, use discount code ""duncandiscount"" for $500 off!
 
 This episode is brought to you by [Robinhood Financial](http://duncan.robinhood.com/) (get one free stock when you sign up)."
330: Jason Louv,https://audioboom.com/posts/7203868,8282,"Fri, 15 Mar 2019 23:12:58 +0000",no,"**Jason Louv**, author, podcaster, and chaos magician rejoins the DTFH!
 
 This episode is brought to you by [Purple Mattress](https://purple.com/) (Text DUNCAN to 797979 to get a free Purple Pillow with purchase of a Purple Mattress).
 
 Click [here](https://free.magick.me/wizard/) to check out Jason's FREE 10-minute guided meditation, or text WIZARD to 44222."
329: David Nichtern,https://audioboom.com/posts/7194735,3824,"Thu, 07 Mar 2019 04:29:30 +0000",no,"**David Nichtern**, teacher, author, meditation guide, and award-winning musician, rejoins the DTFH!  If you're in LA David &amp; Duncan are hosting a meditation workshop at Samarasa Echo Park **THIS WEEKEND! March 8-10\.** [Click here for more info and tickets.](https://www.samarasacenter.com/creativity-spontaneity-meditation/)  This episode is brought to you by [Squarespace](https://www.squarespace.com/duncan) (offer code: DUNCAN to save 10% on your first site)."
328: Nicole Panter,https://audioboom.com/posts/7190870,6073,"Sun, 03 Mar 2019 19:26:01 +0000",no,"Nicole Panter, actor, writer, and legendary manager of The Germs joins the DTFH!
 
 This episode is supported by [OZY Confidential](https://www.ozy.com/true-story/ozy-confidential-stories-from-the-edge/90802), a new series with some of the most chaotic and raw interviews in podcasting! This episode is also brought to you by [BLUECHEW](https://www.bluechew.com/) (use offer code: DUNCAN at checkout and get your first shipment FREE with just $5 shipping).
 
  [LA FAMILY - Check out David Nichtern and Duncan's upcoming meditation workshop at Samarasa.](https://www.samarasacenter.com/creativity-spontaneity-meditation/)"
327: Charlie Ambler,https://audioboom.com/posts/7184300,5037,"Mon, 25 Feb 2019 02:57:49 +0000",no,"Charlie Ambler, [@dailyzen](https://twitter.com/dailyzen), meditation teacher and author, joins the DTFH!
 
 Check out Charlie's new book, the [Daily Zen Journal](https://t.co/GBhetZ0SR3).
 
 This episode is brought to you by [Squarespace](https://www.squarespace.com/duncan) (offer code: DUNCAN to save 10% on your first site).
 
  [**LA FAMILY - Check out David Nichtern and Duncan's upcoming meditation workshop at Samarasa.**](https://www.samarasacenter.com/creativity-spontaneity-meditation/)"
325: Kyle Kingsbury,https://audioboom.com/posts/7169886,8737,"Sun, 10 Feb 2019 00:55:06 +0000",no,"**Kyle Kingsbury**, MMA Champion and profoundly deep psychonaut, joins the DTFH!  This episode is brought to you by [Mint Mobile](http://mintmobile.com/duncan) (Get 2 free months of coverage when you buy your first month) and [Purple Mattress](https://purple.com/) (Text DUNCAN to 797979 to get a free Purple Pillow with purchase of a Purple Mattress)."
324: Sharon Salzberg,https://audioboom.com/posts/7162797,5512,"Sun, 03 Feb 2019 00:24:53 +0000",no,"**Sharon Salzberg**, author and amazing meditation teacher, joins the DTFH!
 
 This episode is brought to you by [BLUECHEW](https://www.bluechew.com/) (use offer code: DUNCAN at checkout and get your first shipment FREE with just $5 shipping) and [Robinhood Financial](http://duncan.robinhood.com/) (get one free stock when you sign up)."
323: Dr. Kaeli Swift,https://audioboom.com/posts/7155023,5608,"Sat, 26 Jan 2019 02:37:10 +0000",yes,"Dr. Kaeli Swift, Corvid Researcher and a literal Doctor of Crow Death Behaviors, joins the DTFH!  This episode is brought to you by [Squarespace](https://www.squarespace.com/duncan) (offer code: DUNCAN to save 10% on your first site)."
322: Freddy Todd,https://audioboom.com/posts/7150095,6851,"Tue, 22 Jan 2019 00:48:18 +0000",no,"Freddy Todd, EDM producer, musician, and probable shapeshifter who has visited the golden idols of the moon, joins the DTFH!  You can find Freddy's music on his [Soundcloud](https://soundcloud.com/freddytodd), [Bandcamp](https://freddytodd.bandcamp.com/), and you can buy his latest EP [here](https://freddytoddmusic.myshopify.com/).  This episode is brought to you by [BLUECHEW](https://bluechew.com/) (use offer code: DUNCAN at checkout and get your first shipment FREE with just $5 shipping)."
321: Daniele Bolelli,https://audioboom.com/posts/7141096,4941,"Fri, 11 Jan 2019 21:47:06 +0000",no,"Daniele Bolelli, writer, martial artist, professor, and host of the [Drunken Taoist](http://thedrunkentaoist.com/) &amp; [History on Fire](http://historyonfirepodcast.com/) podcasts, joins the DTFH to talk about BIRTH. And Duncan has officially joined the joyous, ego-devastating, soul-deepening brotherhood of fatherhood!
 
 This episode is brought to you by [Squarespace](https://www.squarespace.com/duncan) (offer code: DUNCAN to save 10% on your first site), and [Care/of](https://takecareof.com/) (offer code: DUNCAN for 25% off your first month of personalized vitamins)."
320: Raghu Markus,https://audioboom.com/posts/7131361,5021,"Thu, 03 Jan 2019 02:22:19 +0000",no,"Raghu Markus, teacher, host of the [Mindrolling podcast](https://beherenownetwork.com/category/raghu-markus/), and director of the [Love Serve Remember Foundation](https://www.ramdass.org/love-serve-remember-foundation/) joins the DTFH as Duncan teeters on the precipice of fatherhood!  This episode is brought to you by [Robinhood Financial](http://duncan.robinhood.com/) (get one free stock when you sign up)."
319: Johnny Pemberton!,https://audioboom.com/posts/7128730,4168,"Fri, 28 Dec 2018 21:08:37 +0000",no,"Johnny Pemberton, comedian, actor, and mildly knowledgeable gardener joins the DTFH!  Listen to Johnny's album: [Recorded For Quality Assurance](https://itunes.apple.com/us/album/recorded-for-quality-assurance/1368861123)  Check out Johnny's podcast: [LIVE TO TAPE](https://starburns.audio/podcasts/live-to-tape-with-johnny-pemberton/)  This episode is brought to you by [Squarespace](https://www.squarespace.com/duncan) (offer code: DUNCAN to save 10% on your first site), [Robinhood Financial](http://duncan.robinhood.com/) (get one free stock when you sign up!), and [BLUECHEW](https://www.bluechew.com/) (use offer code: DUNCAN at checkout and get your first shipment FREE with just $5 shipping)."
318: Caitlin Doughty,https://audioboom.com/posts/7125439,5767,"Sun, 23 Dec 2018 01:36:44 +0000",no,"Celebrate the holidays with [Caitlin Doughty,](http://caitlindoughty.com) author, mortician, and founder of The Order Of The Good Death.
 
 Caitlin is part of the ""death positivity"" movement. And her light hearted and compassionate approach to dealing with death is quite inspirational.
 
 This episode is brought to you by [Squarespace](https://www.squarespace.com/duncan) (offer code: DUNCAN to save 10% on your first site). This episode is also brought to you by [Eero.com](http://www.eero.com/duncan) (offer code: DUNCAN for $100 off their best-selling combo kit)."
